Top values of organization.name,Top values of network.application,Top values of source.ip,Count of records,Analysis Conducted(Y/N) ,Threat Found ,Device name 
FP1 Strategies,cisco-spark-base,10.124.190.215,2,,,
FP1 Strategies,cisco-spark-base,10.124.191.90,2,,,
FP1 Strategies,cisco-spark-base,10.124.191.103,2,,,
FP1 Strategies,cisco-spark-base,10.124.191.172,2,,,
FP1 Strategies,cisco-spark-base,10.124.191.173,2,,,
FP1 Strategies,cisco-spark-base,10.124.191.227,2,,,
FP1 Strategies,ssl,10.124.189.18,10,,,
FP1 Strategies,ssl,10.124.191.41,8,,,
FP1 Strategies,ssl,10.124.187.51,7,,,
FP1 Strategies,ssl,10.124.189.202,7,,,
FP1 Strategies,ssl,10.124.191.200,6,,,
FP1 Strategies,ssl,10.124.185.61,5,,,
FP1 Strategies,ssl,10.124.187.98,5,,,
FP1 Strategies,ssl,10.124.188.84,5,,,
FP1 Strategies,ssl,10.124.187.45,4,,,
FP1 Strategies,ssl,10.124.185.98,3,,,
FP1 Strategies,ssl,10.124.189.69,3,,,
FP1 Strategies,ssl,10.124.186.255,2,,,
FP1 Strategies,ssl,10.124.187.135,2,,,
FP1 Strategies,ssl,10.124.187.248,2,,,
FP1 Strategies,ssl,10.124.188.86,2,,,
FP1 Strategies,ssl,10.124.189.31,2,,,
FP1 Strategies,ssl,10.124.190.197,2,,,
FP1 Strategies,ssl,10.124.191.45,2,,,
FP1 Strategies,ssl,10.124.185.81,1,,,
FP1 Strategies,ssl,10.124.185.90,1,,,
FP1 Strategies,ssl,10.124.185.193,1,,,
FP1 Strategies,ssl,10.124.186.247,1,,,
FP1 Strategies,ssl,10.124.187.19,1,,,
FP1 Strategies,ssl,10.124.187.33,1,,,
FP1 Strategies,ssl,10.124.187.187,1,,,
FP1 Strategies,ssl,10.124.187.188,1,,,
FP1 Strategies,ssl,10.124.187.244,1,,,
FP1 Strategies,ssl,10.124.188.74,1,,,
FP1 Strategies,ssl,10.124.188.131,1,,,
FP1 Strategies,ssl,10.124.189.50,1,,,
FP1 Strategies,ssl,10.124.189.150,1,,,
FP1 Strategies,ssl,10.124.190.28,1,,,
FP1 Strategies,ssl,10.124.190.143,1,,,
FP1 Strategies,ssl,10.124.190.164,1,,,
FP1 Strategies,ssl,10.124.190.196,1,,,
FP1 Strategies,ssl,10.124.191.192,1,,,
Sutterfield Financial Group,cisco-spark-audio-video,192.168.0.166,"35,315",,,
Sutterfield Financial Group,cisco-spark-audio-video,192.168.0.160,253,,,
Sutterfield Financial Group,cisco-spark-audio-video,192.168.0.154,4,,,
Sutterfield Financial Group,cisco-spark-base,192.168.0.90,2,,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.86,"14,219",,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.12,"4,145",,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.106,"2,475",,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.51,"1,264",,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.71,"1,228",,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.116,"1,132",,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.96,"1,019",,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.36,781,,,
Corvid Technologies,cisco-spark-audio-video,10.100.252.174,646,,,
Corvid Technologies,cisco-spark-audio-video,10.3.12.32,644,,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.47,406,,,
Corvid Technologies,cisco-spark-audio-video,10.100.252.101,124,,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.99,114,,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.105,81,,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.33,81,,,
Corvid Technologies,cisco-spark-audio-video,10.100.252.58,80,,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.102,77,,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.101,75,,,
Corvid Technologies,cisco-spark-audio-video,10.1.14.39,73,,,
Corvid Technologies,cisco-spark-audio-video,10.100.252.55,39,,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.98,32,,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.23,15,,,
Corvid Technologies,cisco-spark-audio-video,10.100.4.28,10,,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.111,8,,,
Corvid Technologies,cisco-spark-audio-video,172.32.252.30,5,,,
Corvid Technologies,cisco-spark-audio-video,10.3.12.47,3,,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.38,2,,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.75,2,,,
Corvid Technologies,cisco-spark-audio-video,10.100.0.103,2,,,
Corvid Technologies,cisco-spark-audio-video,10.3.12.36,1,,,
Corvid Technologies,cisco-spark-base,10.100.252.2,214,,,
Corvid Technologies,cisco-spark-base,10.100.252.4,166,,,
Corvid Technologies,cisco-spark-base,10.100.0.82,116,,,
Corvid Technologies,cisco-spark-base,10.100.0.44,98,,,
Corvid Technologies,cisco-spark-base,10.3.12.27,92,,,
Corvid Technologies,cisco-spark-base,10.3.12.64,86,,,
Corvid Technologies,cisco-spark-base,10.100.0.6,82,,,
Corvid Technologies,cisco-spark-base,10.100.252.103,78,,,
Corvid Technologies,cisco-spark-base,10.100.10.8,76,,,
Corvid Technologies,cisco-spark-base,10.100.252.88,74,,,
Corvid Technologies,cisco-spark-base,10.100.252.68,72,,,
Corvid Technologies,cisco-spark-base,10.100.252.7,66,,,
Corvid Technologies,cisco-spark-base,10.100.0.71,64,,,
Corvid Technologies,cisco-spark-base,10.100.252.95,64,,,
Corvid Technologies,cisco-spark-base,10.100.252.73,60,,,
Corvid Technologies,cisco-spark-base,10.100.0.125,58,,,
Corvid Technologies,cisco-spark-base,10.100.252.6,52,,,
Corvid Technologies,cisco-spark-base,10.100.252.176,46,,,
Corvid Technologies,cisco-spark-base,10.100.252.141,44,,,
Corvid Technologies,cisco-spark-base,10.100.0.117,42,,,
Corvid Technologies,cisco-spark-base,10.100.4.25,36,,,
Corvid Technologies,cisco-spark-base,10.3.12.8,34,,,
Corvid Technologies,cisco-spark-base,10.100.4.77,32,,,
Corvid Technologies,cisco-spark-base,10.100.0.137,28,,,
Corvid Technologies,cisco-spark-base,10.100.0.16,20,,,
Corvid Technologies,cisco-spark-base,10.100.252.159,20,,,
Corvid Technologies,cisco-spark-base,10.100.4.18,18,,,
Corvid Technologies,cisco-spark-base,10.100.4.105,18,,,
Corvid Technologies,cisco-spark-base,10.1.14.52,16,,,
Corvid Technologies,cisco-spark-base,10.100.0.5,14,,,
Corvid Technologies,cisco-spark-base,10.100.0.9,14,,,
Corvid Technologies,cisco-spark-base,10.100.252.13,14,,,
Corvid Technologies,cisco-spark-base,10.100.0.41,10,,,
Corvid Technologies,cisco-spark-base,10.100.0.78,10,,,
Corvid Technologies,cisco-spark-base,10.100.252.245,10,,,
Corvid Technologies,cisco-spark-base,172.32.252.144,10,,,
Corvid Technologies,cisco-spark-base,10.100.0.127,8,,,
Corvid Technologies,cisco-spark-base,10.100.4.42,8,,,
Corvid Technologies,cisco-spark-base,10.100.4.107,8,,,
Corvid Technologies,cisco-spark-base,10.100.4.113,8,,,
Corvid Technologies,cisco-spark-base,10.100.10.24,8,,,
Corvid Technologies,cisco-spark-base,10.100.252.8,8,,,
Corvid Technologies,cisco-spark-base,10.100.252.94,8,,,
Corvid Technologies,cisco-spark-base,10.100.0.114,6,,,
Corvid Technologies,cisco-spark-base,10.100.0.115,6,,,
Corvid Technologies,cisco-spark-base,10.100.0.140,6,,,
Corvid Technologies,cisco-spark-base,10.100.0.147,6,,,
Corvid Technologies,cisco-spark-base,10.100.4.16,6,,,
Corvid Technologies,cisco-spark-base,10.100.252.60,6,,,
Corvid Technologies,cisco-spark-base,10.3.12.72,4,,,
Corvid Technologies,cisco-spark-base,10.100.0.2,4,,,
Corvid Technologies,cisco-spark-base,10.100.0.25,4,,,
Corvid Technologies,cisco-spark-base,10.100.0.64,4,,,
Corvid Technologies,cisco-spark-base,10.100.0.68,4,,,
Corvid Technologies,cisco-spark-base,10.100.0.95,4,,,
Corvid Technologies,cisco-spark-base,10.100.4.47,4,,,
Corvid Technologies,cisco-spark-base,10.100.4.108,4,,,
Corvid Technologies,cisco-spark-base,10.100.4.120,4,,,
Corvid Technologies,cisco-spark-base,10.100.252.48,4,,,
Corvid Technologies,cisco-spark-base,10.100.252.98,4,,,
Corvid Technologies,cisco-spark-base,10.100.252.143,4,,,
Corvid Technologies,cisco-spark-base,172.32.252.50,4,,,
Corvid Technologies,cisco-spark-base,172.32.252.69,4,,,
Corvid Technologies,cisco-spark-base,10.3.12.11,2,,,
Corvid Technologies,cisco-spark-base,10.3.12.80,2,,,
Corvid Technologies,cisco-spark-base,10.100.0.15,2,,,
Corvid Technologies,cisco-spark-base,10.100.0.50,2,,,
Corvid Technologies,cisco-spark-base,10.100.4.31,2,,,
Corvid Technologies,cisco-spark-base,10.100.4.38,2,,,
Corvid Technologies,cisco-spark-base,10.100.4.85,2,,,
Corvid Technologies,cisco-spark-base,10.100.4.88,2,,,
Corvid Technologies,cisco-spark-base,10.100.4.114,2,,,
Corvid Technologies,cisco-spark-base,10.100.10.4,2,,,
Corvid Technologies,cisco-spark-base,10.100.10.17,2,,,
Corvid Technologies,cisco-spark-base,10.100.252.57,2,,,
Corvid Technologies,ssl,10.100.0.87,61,,,
Corvid Technologies,ssl,10.100.10.15,55,,,
Corvid Technologies,ssl,10.100.10.25,44,,,
Corvid Technologies,ssl,10.100.10.11,43,,,
Corvid Technologies,ssl,10.100.10.14,14,,,
Corvid Technologies,ssl,10.1.14.44,10,,,
Corvid Technologies,ssl,10.100.0.113,6,,,
Corvid Technologies,ssl,10.100.0.139,6,,,
Corvid Technologies,ssl,10.1.14.47,4,,,
Corvid Technologies,ssl,10.100.0.13,4,,,
Corvid Technologies,ssl,172.32.252.19,4,,,
Corvid Technologies,ssl,172.32.252.54,4,,,
Corvid Technologies,ssl,172.32.252.123,4,,,
Corvid Technologies,ssl,10.100.4.14,3,,,
Corvid Technologies,ssl,10.1.14.30,2,,,
Corvid Technologies,ssl,10.3.12.50,1,,,
Corvid Technologies,webex-base,10.1.215.1,2,,,
Corvid Technologies,webex-base,10.100.252.3,2,,,
Corvid Technologies,web-browsing,10.12.41.22,4,,,
Corvid Technologies,web-browsing,10.12.41.12,1,,,
Corvid Technologies,web-browsing,10.12.41.19,1,,,
Corvid Technologies,web-browsing,10.100.0.28,1,,,
Corvid Technologies,web-browsing,10.100.4.111,1,,,
Corvid Technologies,web-browsing,10.100.252.62,1,,,
Pope Flynn Group,cisco-spark-audio-video,10.160.4.110,"9,454",,,
Pope Flynn Group,cisco-spark-audio-video,10.160.4.108,"9,013",,,
Pope Flynn Group,cisco-spark-audio-video,10.160.4.149,"2,741",,,
Pope Flynn Group,cisco-spark-audio-video,192.168.10.119,"1,359",,,
Pope Flynn Group,cisco-spark-audio-video,192.168.10.106,644,,,
Pope Flynn Group,cisco-spark-audio-video,10.160.4.150,555,,,
Pope Flynn Group,cisco-spark-audio-video,10.160.4.146,491,,,
Pope Flynn Group,cisco-spark-audio-video,10.160.4.122,373,,,
Pope Flynn Group,cisco-spark-audio-video,192.168.10.110,108,,,
Pope Flynn Group,cisco-spark-audio-video,192.168.10.107,56,,,
Pope Flynn Group,cisco-spark-audio-video,192.168.10.105,29,,,
Pope Flynn Group,cisco-spark-base,10.160.4.134,10,,,
Pope Flynn Group,cisco-spark-base,10.160.5.32,4,,,
Cabarrus County,cisco-spark-audio-video,172.30.221.181,"1,904",,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.98,"1,146",,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.222.81,694,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.223.117,672,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.105,635,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.191,451,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.147,449,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.223.202,425,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.223.247,398,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.57,350,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.221.213,323,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.67,306,,,N/A
Cabarrus County,cisco-spark-audio-video,10.8.63.60,299,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.221.210,253,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.221.85,206,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.255,160,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.221.204,144,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.72.37,142,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.221.67,109,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.72.225,91,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.21,80,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.72.92,79,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.72.241,78,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.220.245,72,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.221.198,72,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.220.142,72,,,TAXNHELMS
Cabarrus County,cisco-spark-audio-video,172.30.220.63,40,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.223.156,36,,,ITSJKHOLDER
Cabarrus County,cisco-spark-audio-video,192.168.73.21,19,,,N/A
Cabarrus County,cisco-spark-audio-video,10.9.4.60,12,,,N/A
Cabarrus County,cisco-spark-audio-video,10.9.6.186,11,,,PLANMORRIS
Cabarrus County,cisco-spark-audio-video,10.10.15.120,10,,,SHFJAILWWALLACE
Cabarrus County,cisco-spark-audio-video,10.9.18.25,9,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.73.232,6,,,N/A
Cabarrus County,cisco-spark-audio-video,10.10.15.65,5,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.73.6,5,,,N/A
Cabarrus County,cisco-spark-audio-video,10.10.15.60,4,,,SHFRECORDSPC7
Cabarrus County,cisco-spark-audio-video,10.10.15.63,4,,,N/A
Cabarrus County,cisco-spark-audio-video,192.168.70.107,4,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.222.110,3,,,N/A
Cabarrus County,cisco-spark-audio-video,172.30.223.142,3,,,N/A
Cabarrus County,cisco-spark-audio-video,10.129.6.92,1,,,N/A
Cabarrus County,cisco-spark-base,10.9.14.224,716,,,N/A
Cabarrus County,cisco-spark-base,10.9.14.222,409,,,N/A
Cabarrus County,cisco-spark-base,10.9.14.220,212,,,SHFVISITKIOSK
Cabarrus County,cisco-spark-base,172.30.221.100,160,,,N/A
Cabarrus County,cisco-spark-base,10.10.15.228,156,,,ITS-VIDEOWALL
Cabarrus County,cisco-spark-base,172.30.221.126,154,,,N/A
Cabarrus County,cisco-spark-base,172.30.223.42,114,,,N/A
Cabarrus County,cisco-spark-base,10.10.15.83,88,,,JAILCOURT2
Cabarrus County,cisco-spark-base,10.10.16.141,82,,,COURTROOM1PC
Cabarrus County,cisco-spark-base,172.30.222.0,74,,,N/A
Cabarrus County,cisco-spark-base,172.30.223.97,68,,,N/A
Cabarrus County,cisco-spark-base,10.9.16.190,62,,,ALPPHGABRIEL
Cabarrus County,cisco-spark-base,172.30.222.126,62,,,N/A
Cabarrus County,cisco-spark-base,192.168.70.109,60,,,N/A
Cabarrus County,cisco-spark-base,192.168.69.129,58,,,N/A
Cabarrus County,cisco-spark-base,10.9.4.68,56,,,BILAPTEGRAY
Cabarrus County,cisco-spark-base,10.9.11.207,56,,,EMGTJTHOMPSON
Cabarrus County,cisco-spark-base,10.10.15.94,56,,,SHFDJBRIDGES
Cabarrus County,cisco-spark-base,10.8.63.53,54,,,SHFBSSTANCIL
Cabarrus County,cisco-spark-base,10.9.4.65,54,,,PLAN-LCRUSE
Cabarrus County,cisco-spark-base,192.168.72.30,54,,,N/A
Cabarrus County,cisco-spark-base,10.9.5.112,52,,,N/A
Cabarrus County,cisco-spark-base,172.30.223.78,52,,,N/A
Cabarrus County,cisco-spark-base,192.168.73.243,52,,,N/A
Cabarrus County,cisco-spark-base,10.8.51.20,50,,,N/A
Cabarrus County,cisco-spark-base,10.10.16.137,24,,,SHFVISITATION2
Cabarrus County,cisco-spark-base,172.30.222.225,18,,,N/A
Cabarrus County,cisco-spark-base,10.8.51.12,16,,,N/A
Cabarrus County,cisco-spark-base,10.129.5.9,14,,,DSSSBRYAN  / DSSETMALLONEE  / DSSMCLAWS  / DSSMJOHNSON  /  DSSTGBOZEMAN  /  DSSALLEOPARD
Cabarrus County,cisco-spark-base,10.9.18.37,12,,,N/A
Cabarrus County,cisco-spark-base,172.30.221.174,12,,,N/A
Cabarrus County,cisco-spark-base,172.30.221.175,12,,,N/A
Cabarrus County,cisco-spark-base,10.9.9.182,10,,,N/A
Cabarrus County,cisco-spark-base,172.30.220.143,10,,,N/A
Cabarrus County,cisco-spark-base,172.30.223.81,10,,,N/A
Cabarrus County,cisco-spark-base,172.30.223.173,10,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.152,10,,,N/A
Cabarrus County,cisco-spark-base,10.9.4.145,8,,,N/A
Cabarrus County,cisco-spark-base,10.9.18.34,8,,,N/A
Cabarrus County,cisco-spark-base,10.10.15.91,8,,,N/A
Cabarrus County,cisco-spark-base,10.129.5.43,8,,,DSSRELAWRENCE
Cabarrus County,cisco-spark-base,172.30.223.34,8,,,N/A
Cabarrus County,cisco-spark-base,10.8.9.22,6,,,ITSTPMCGHEE
Cabarrus County,cisco-spark-base,10.8.63.44,6,,,N/A
Cabarrus County,cisco-spark-base,10.129.5.127,6,,,N/A
Cabarrus County,cisco-spark-base,10.129.6.186,6,,,N/A
Cabarrus County,cisco-spark-base,172.30.223.93,6,,,N/A
Cabarrus County,cisco-spark-base,172.30.223.206,6,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.58,6,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.76,6,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.191,6,,,N/A
Cabarrus County,cisco-spark-base,10.9.4.50,4,,,N/A
Cabarrus County,cisco-spark-base,10.9.8.187,4,,,N/A
Cabarrus County,cisco-spark-base,10.9.9.155,4,,,N/A
Cabarrus County,cisco-spark-base,10.9.10.146,4,,,BOEONESTOP-11
Cabarrus County,cisco-spark-base,10.9.18.32,4,,,ITSCEDWARDS
Cabarrus County,cisco-spark-base,10.10.15.17,4,,,TPMCGHEEDESKTOP / SHFPREBOOK2 / SHFCID-SHARP / SHFKCAINPC /  SHFJAILLAUNDRYP  / SHFJRGILLELAND / EMGTJBURNETT
Cabarrus County,cisco-spark-base,10.10.16.98,4,,,N/A
Cabarrus County,cisco-spark-base,10.129.4.182,4,,,DSSSRBUCHANAN
Cabarrus County,cisco-spark-base,10.129.4.184,4,,,DSSCWDARMORSELL
Cabarrus County,cisco-spark-base,10.129.4.200,4,,,DSSDOMANN
Cabarrus County,cisco-spark-base,10.129.5.20,4,,,DSSMLANDERSON
Cabarrus County,cisco-spark-base,10.129.5.51,4,,,DSSLFULLERTON
Cabarrus County,cisco-spark-base,10.129.6.147,4,,,N/A
Cabarrus County,cisco-spark-base,172.30.222.19,4,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.179,4,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.185,4,,,N/A
Cabarrus County,cisco-spark-base,192.168.73.135,4,,,N/A
Cabarrus County,cisco-spark-base,10.8.51.15,2,,,BOEONESTOP-14  / 	ITSWILLEY
Cabarrus County,cisco-spark-base,10.8.63.34,2,,,EMGTSMLANGER
Cabarrus County,cisco-spark-base,10.8.63.74,2,,,SHFWMCGUIRE
Cabarrus County,cisco-spark-base,10.9.5.53,2,,,N/A
Cabarrus County,cisco-spark-base,10.9.5.70,2,,,	VETLAPJSMORTON
Cabarrus County,cisco-spark-base,10.9.8.190,2,,,N/A
Cabarrus County,cisco-spark-base,10.9.9.171,2,,,N/A
Cabarrus County,cisco-spark-base,10.9.14.223,2,,,N/A
Cabarrus County,cisco-spark-base,10.9.18.183,2,,,N/A
Cabarrus County,cisco-spark-base,10.10.15.46,2,,,SHFRMJA505
Cabarrus County,cisco-spark-base,10.10.15.179,2,,,N/A
Cabarrus County,cisco-spark-base,10.25.5.201,2,,,KANLIBTRAIN10
Cabarrus County,cisco-spark-base,10.129.4.91,2,,,DSSYYMCIVER
Cabarrus County,cisco-spark-base,10.129.4.99,2,,,DSSCSCBATTLE
Cabarrus County,cisco-spark-base,10.129.4.136,2,,,DSSKCGARLAND
Cabarrus County,cisco-spark-base,10.129.4.137,2,,,DSSSCHOLLAND
Cabarrus County,cisco-spark-base,10.129.4.141,2,,,N/A
Cabarrus County,cisco-spark-base,10.129.4.166,2,,,	DSSESDDKENDALL
Cabarrus County,cisco-spark-base,10.129.4.185,2,,,	DSSSRTYLER
Cabarrus County,cisco-spark-base,10.129.4.244,2,,,N/A
Cabarrus County,cisco-spark-base,10.129.5.99,2,,,DSSEBSWEENEY
Cabarrus County,cisco-spark-base,10.129.6.81,2,,,N/A
Cabarrus County,cisco-spark-base,10.129.6.107,2,,,DSSASCUBE5
Cabarrus County,cisco-spark-base,10.129.6.144,2,,,DSSCSMITH
Cabarrus County,cisco-spark-base,10.129.6.172,2,,,DSSLBARNES
Cabarrus County,cisco-spark-base,172.30.220.156,2,,,N/A
Cabarrus County,cisco-spark-base,172.30.221.71,2,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.67,2,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.128,2,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.134,2,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.204,2,,,N/A
Cabarrus County,cisco-spark-base,192.168.72.228,2,,,N/A
Cabarrus County,cisco-spark-base,192.168.73.113,2,,,N/A
Cabarrus County,cisco-spark-base,192.168.241.253,2,,,N/A
Cabarrus County,cisco-spark-base,10.10.15.59,1,,,VISITATIONPC1
Cabarrus County,cisco-spark-base,192.168.72.83,1,,,N/A
Cabarrus County,cisco-spark-base,192.168.73.18,1,,,N/A
Cabarrus County,web-browsing,10.9.9.151,59,,,ITSCDHENDRIX
Cabarrus County,web-browsing,10.9.9.154,59,,,BILAPEBRANCH / ITSBATTINELLI
Cabarrus County,web-browsing,10.9.9.159,27,,,N/A
Cabarrus County,web-browsing,10.9.9.153,26,,,	ITSTHOMAS
Cabarrus County,web-browsing,10.9.9.166,23,,,N/A
Cabarrus County,web-browsing,10.9.9.163,15,,,N/A
Cabarrus County,web-browsing,10.9.6.201,12,,,PLANPECOLLINS
Cabarrus County,web-browsing,10.9.9.157,12,,,N/A
Cabarrus County,web-browsing,10.9.9.160,6,,,CMEHODGES
Cabarrus County,web-browsing,10.8.51.10,4,,,N/A
Cabarrus County,web-browsing,10.9.9.179,4,,,ITS-TV1
Cabarrus County,web-browsing,10.9.9.152,2,,,	BOESMARTBOARDPC
Cabarrus County,web-browsing,10.9.9.164,2,,,N/A
Cabarrus County,web-browsing,10.10.15.92,2,,,SHFSHRICHARD
Cabarrus County,web-browsing,10.129.5.66,2,,,	DSSRM558D / DSSKRHENDERSON
Cabarrus County,web-browsing,10.8.51.192,1,,,N/A
Cabarrus County,web-browsing,10.10.15.57,1,,,	SHFRECORDSPC8
Cabarrus County,web-browsing,10.10.16.23,1,,,	911INTERNET-17
Cabarrus County,web-browsing,10.10.16.132,1,,,N/A
Cabarrus County,web-browsing,10.25.5.188,1,,,	HBLIBSTAFF-10
Cabarrus County,web-browsing,10.25.5.190,1,,,HBLIBSTAFF-1
Cabarrus County,web-browsing,10.129.5.120,1,,,DSSESDLBUNCH
Cabarrus County,web-browsing,192.168.72.94,1,,,N/A
Cabarrus County,web-browsing,192.168.72.147,1,,,N/A
Cabarrus County,web-browsing,192.168.72.192,1,,,N/A
Cabarrus County,ssl,10.8.9.191,45,,,TSHOLDER
Cabarrus County,ssl,172.30.221.217,27,,,N/A
Cabarrus County,ssl,10.8.9.18,20,,,N/A
Cabarrus County,ssl,172.30.220.153,17,,,N/A
Cabarrus County,ssl,10.8.9.23,16,,,N/A
Cabarrus County,ssl,172.30.221.60,14,,,N/A
Cabarrus County,ssl,172.30.220.66,10,,,N/A
Cabarrus County,ssl,172.30.223.158,8,,,N/A
Cabarrus County,ssl,10.9.10.64,4,,,	DHSSPARE1 / 	BOEONESTOP-7  /  	LIBCYBER6
Cabarrus County,ssl,172.30.220.155,4,,,N/A
Cabarrus County,ssl,172.30.221.202,4,,,N/A
Cabarrus County,ssl,172.30.223.253,4,,,	LIBCYBER5
Cabarrus County,ssl,172.30.222.11,3,,,EMSTRAIN2
Cabarrus County,ssl,172.30.223.76,3,,,N/A
Cabarrus County,ssl,10.9.10.57,2,,,ITSJSTALBERT / SHFLCANDREWS /  LIBCYBER1
Cabarrus County,ssl,10.9.17.192,2,,,N/A
Cabarrus County,ssl,172.30.223.132,1,,,N/A
Cabarrus County,ssl,172.30.223.204,1,,,N/A
Cabarrus County,smtp-base,10.2.2.136,176,,,N/A
Cabarrus County,webex-base,10.8.9.12,47,,,	ITSRTWARD
Cabarrus County,webex-base,10.8.51.23,16,,,N/A
Cabarrus County,linkedin-base,10.9.9.162,2,,,N/A
AMT Direct,cisco-spark-audio-video,192.168.1.6,"3,006",,,
AMT Direct,cisco-spark-audio-video,192.168.1.7,"2,698",,,
AMT Direct,cisco-spark-base,192.168.1.50,8,,,
New Jersey Urology,cisco-spark-audio-video,192.168.202.34,"8,035",,,
New Jersey Urology,cisco-spark-audio-video,192.168.202.59,990,,,
New Jersey Urology,cisco-spark-audio-video,192.168.202.165,794,,,
New Jersey Urology,cisco-spark-audio-video,192.168.200.170,121,,,
New Jersey Urology,cisco-spark-audio-video,192.168.200.37,5,,,
New Jersey Urology,cisco-spark-base,192.168.200.140,90,,,
New Jersey Urology,cisco-spark-base,192.168.200.80,84,,,
New Jersey Urology,cisco-spark-base,192.168.200.120,60,,,
New Jersey Urology,cisco-spark-base,192.168.202.190,54,,,
New Jersey Urology,cisco-spark-base,192.168.200.202,24,,,
New Jersey Urology,cisco-spark-base,192.168.200.48,14,,,
New Jersey Urology,cisco-spark-base,192.168.200.195,10,,,
New Jersey Urology,cisco-spark-base,192.168.200.187,8,,,
New Jersey Urology,cisco-spark-base,192.168.200.110,6,,,
New Jersey Urology,cisco-spark-base,192.168.200.44,2,,,
New Jersey Urology,cisco-spark-base,192.168.200.46,2,,,
New Jersey Urology,cisco-spark-base,192.168.200.112,2,,,
New Jersey Urology,cisco-spark-base,192.168.200.134,2,,,
New Jersey Urology,cisco-spark-base,192.168.202.247,2,,,
New Jersey Urology,ssl,192.168.200.49,51,,,
New Jersey Urology,ssl,192.168.200.129,8,,,
New Jersey Urology,ssl,192.168.200.156,7,,,
New Jersey Urology,ssl,192.168.202.134,6,,,
New Jersey Urology,ssl,192.168.202.204,5,,,
New Jersey Urology,ssl,192.168.202.54,3,,,
New Jersey Urology,ssl,192.168.200.50,2,,,
New Jersey Urology,ssl,192.168.200.114,2,,,
unknown,cisco-spark-base,172.19.64.186,1,,,
unknown,cisco-spark-base,172.19.64.226,1,,,
unknown,cisco-spark-base,172.54.201.58,1,,,
Brainchip Inc,cisco-spark-audio-video,172.18.10.28,"1,630",,,
Brainchip Inc,cisco-spark-audio-video,172.18.254.22,"1,203",,,
Brainchip Inc,cisco-spark-audio-video,172.18.50.19,"1,071",,,
Brainchip Inc,cisco-spark-audio-video,172.18.254.48,3,,,
Brainchip Inc,cisco-spark-base,172.18.10.21,16,,,
